genome	group	family	species	orth_tptA	orth_rnhA	strict_tptA	strict_rnhA	pair	pair_hmg	near_hmg	n_loci	called	loci_hmg_between	loci_flank_conf
GCA_059919325.1_ASM5991932v1	Mortierellomycota	Mortierellaceae	Mortierella alpina	True	True	True	True	False	False	False	5	False	0	0
GCA_963573315.1_gzEntParv1.1	Mortierellomycota	Mortierellaceae	Entomortierella parvispora	True	True	True	True	False	False	False	1	False	0	0
GCA_977013585.1_ggMorFluv1.1	Mortierellomycota	Mortierellaceae	Linnemannia fluviae	True	True	False	True	False	False	False	11	False	0	2
GCA_977091265.1_gzMorAlpi1	Mortierellomycota	Mortierellaceae	Mortierella alpina	True	True	True	True	False	False	False	3	True	0	1
GCA_979029665.1_LinspUZ2_10	Mortierellomycota	Mortierellaceae	Linnemannia elongata	True	True	True	True	False	False	False	6	False	0	1
GCF_002105155.1_Lobtra1	Mortierellomycota	Mortierellaceae	Lobosporangium transversale	True	True	True	True	False	False	False	6	False	0	1
GCF_025024155.1_Mormul1	Mortierellomycota	Mortierellaceae	Gamsiella multidivaricata	True	True	True	True	False	False	False	7	False	0	1
GCA_001661515.1_ASM166151v1	Kickxellomycota	Legeriomycetaceae	Capniomyces stellatus	True	True	True	False	False	False	False	2	False	0	1
GCA_001953115.1_ASM195311v1	Kickxellomycota	Legeriomycetaceae	Smittium mucronatum	True	False	True	False	False	False	False	1	False	0	0
GCA_001969505.1_ASM196950v1	Kickxellomycota	Legeriomycetaceae	Zancudomyces culisetae	True	True	True	False	False	False	False	1	False	0	0
GCA_001970855.1_ASM197085v1	Kickxellomycota	Legeriomycetaceae	Smittium culicis	True	True	True	False	False	False	False	0	False	0	0
GCA_001970865.1_ASM197086v1	Kickxellomycota	Legeriomycetaceae	Smittium culicis	True	True	True	False	False	False	False	0	False	0	0
GCA_002705745.1_Coere1	Kickxellomycota	Kickxellaceae	Coemansia reversa	False	True	False	False	False	False	False	3	False	0	0
GCA_003086715.1_ASM308671v1	Kickxellomycota	Legeriomycetaceae	Smittium megazygosporum	True	False	True	False	False	False	False	0	False	0	0
GCA_003086725.1_ASM308672v1	Kickxellomycota	Harpellaceae	Furculomyces boomerangus	True	True	True	False	False	False	False	2	False	0	0
GCA_003086735.1_ASM308673v1	Kickxellomycota	Legeriomycetaceae	Smittium simulii	True	False	True	False	False	False	False	1	False	0	0
GCA_003097675.1_ASM309767v1	Kickxellomycota	Legeriomycetaceae	Smittium angustum	True	True	True	False	False	False	False	3	False	0	0
GCA_003614675.1_DimcrSC1	Kickxellomycota	Dimargaritaceae	Dimargaris cristalligena	True	True	True	False	False	False	False	1	False	0	0
GCA_025201845.1_Marpt1	Kickxellomycota	Kickxellaceae	Martensiomyces pterosporus	False	False	False	False	False	False	False	4	False	0	0
GCA_025201865.1_Rambr1	Kickxellomycota	Ramicandelaberaceae	Ramicandelaber brevisporus	True	True	True	False	False	False	False	6	False	0	2
GCA_025766245.1_Coemoj1	Kickxellomycota	Kickxellaceae	Coemansia mojavensis	False	True	False	False	False	False	False	3	True	0	0
GCA_025766305.1_Coespi1	Kickxellomycota	Kickxellaceae	Coemansia spiralis	False	True	False	False	False	False	False	4	False	0	0
GCA_027478255.1_UCR_DsimpRSA1455_1.1	Kickxellomycota	Dimargaritaceae	Dispira simplex	True	True	True	False	False	False	False	6	False	0	0
GCA_027478445.1_UCR_CasiaNBRC105413_1.0	Kickxellomycota	Kickxellaceae	Coemansia asiatica	False	True	False	False	False	False	False	2	False	0	0
GCA_027478575.1_UCR_SaspiralisRSA2271_1.0	Kickxellomycota	Kickxellaceae	Spiromyces aspiralis	False	True	False	False	False	False	False	4	False	0	0
GCA_027478835.1_UCR_CoemRSA25_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 25	True	False	True	False	False	False	False	1	False	0	0
GCA_027478935.1_UCR_CoemRSA1646_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 1646	False	True	False	False	False	False	False	6	False	0	1
GCA_027574685.1_UCR_CereNBRC32514_1.0	Kickxellomycota	Kickxellaceae	Coemansia erecta	False	True	False	False	False	False	False	0	False	0	0
GCA_027575275.1_UCR_CoemRSA2711_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 2711	False	True	False	False	False	False	False	1	False	0	0
GCA_027575305.1_UCR_CoemRSA2708_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 2708	False	False	False	False	False	False	False	6	False	0	0
GCA_027575325.1_UCR_CoemRSA2675_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 2675	True	False	False	False	False	False	False	1	False	0	0
GCA_027575335.1_UCR_CoemRSA2599_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 2599	False	True	False	False	False	False	False	1	False	0	0
GCA_027575355.1_UCR_CoemRSA2598_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 2598	False	True	False	False	False	False	False	1	False	0	0
GCA_027575375.1_UCR_CoemRSA2523_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 2523	False	False	False	False	False	False	False	9	False	0	0
GCA_027575385.1_UCR_CoemRSA2399_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 2399	False	False	False	False	False	False	False	9	False	0	0
GCA_027575405.1_UCR_CoemRSA2167_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 2167	False	False	False	False	False	False	False	1	False	0	0
GCA_027575425.1_UCR_CoemRSA1938_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 1938	False	True	False	False	False	False	False	9	False	0	0
GCA_027575445.1_UCR_CoemRSA1843_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 1843	False	True	False	False	False	False	False	7	False	0	1
GCA_027575465.1_UCR_CoemRSA1824_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 1824	False	False	False	False	False	False	False	10	False	0	0
GCA_027575525.1_UCR_CoemRSA1752_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 1752	False	True	False	False	False	False	False	8	False	0	0
GCA_027575545.1_UCR_CoemRSA1591_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 1591	False	True	False	False	False	False	False	9	False	0	0
GCA_027575625.1_UCR_CoemS17_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. S17	False	False	False	False	False	False	False	9	False	0	0
GCA_027575665.1_UCR_KalabBenny63K_1.0	Kickxellomycota	Kickxellaceae	Kickxella alabastrina	True	False	False	False	False	False	False	5	False	0	0
GCA_027575675.1_UCR_CoemRSA990_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 990	False	True	False	False	False	False	False	1	True	0	0
GCA_027575685.1_UCR_CoemRSA989_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 989	False	True	False	False	False	False	False	2	True	0	0
GCA_027575695.1_UCR_CoemRSA638_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 638	False	True	False	False	False	False	False	4	False	0	0
GCA_027575725.1_UCR_CoemRSA486_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 486	False	False	False	False	False	False	False	1	False	0	0
GCA_027575745.1_UCR_CoemRSA2703_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 2703	False	False	False	False	False	False	False	1	False	0	0
GCA_027575765.1_UCR_TipaRSA861_1.0	Kickxellomycota	Dimargaritaceae	Tieghemiomyces parasiticus	True	False	True	False	False	False	False	6	False	0	2
GCA_027575805.1_UCR_MyscNBRC100468_1.0	Kickxellomycota	Kickxellaceae	Mycoemilia scoparia	True	False	True	False	False	False	False	12	False	0	1
GCA_027575815.1_UCR_CoemIMI209127_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. IMI 209127	False	False	False	False	False	False	False	8	False	0	0
GCA_027575835.1_UCR_LipeNRRL3781_1.0	Kickxellomycota	Kickxellaceae	Linderina pennispora	False	False	False	False	False	False	False	2	False	0	0
GCA_027575855.1_UCR_LimaNRRL5244_1.0	Kickxellomycota	Kickxellaceae	Linderina macrospora	False	False	False	False	False	False	False	2	False	0	0
GCA_027575875.1_UCR_KialRSA2140_1.0	Kickxellomycota	Kickxellaceae	Kickxella alabastrina	False	True	False	False	False	False	False	1	False	0	0
GCA_027576915.1_UCR_DiacNRRL2925_1.0	Kickxellomycota	Kickxellaceae	Dipsacomyces acuminosporus	False	False	False	False	False	False	False	9	False	0	0
GCA_027576935.1_UCR_DiveRSA567_1.0	Kickxellomycota	Dimargaritaceae	Dimargaris verticillata	True	False	True	False	False	False	False	11	False	0	0
GCA_027576955.1_UCR_DixeNRRL3178_1.0	Kickxellomycota	Dimargaritaceae	Dimargaris xerosporica	True	True	True	False	False	False	False	1	False	0	0
GCA_027576975.1_UCR_CoumBCRC34882_1.0	Kickxellomycota	Kickxellaceae	Coemansia umbellata	False	True	False	False	False	False	False	1	False	0	0
GCA_027576995.1_UCR_DicrRSA1219_1.0	Kickxellomycota	Dimargaritaceae	Dimargaris cristalligena	True	True	True	False	False	False	False	1	False	0	0
GCA_027577015.1_UCR_DipaRSA1196_1.0	Kickxellomycota	Dimargaritaceae	Dispira parvispora	True	True	True	False	False	False	False	1	False	0	0
GCA_027577035.1_UCR_CothIMI214461_1.0	Kickxellomycota	Kickxellaceae	Coemansia thaxteri	False	False	False	False	False	False	False	10	False	0	0
GCA_027577055.1_UCR_CothIMI214463_1.0	Kickxellomycota	Kickxellaceae	Coemansia thaxteri	False	False	False	False	False	False	False	7	False	0	0
GCA_027577075.1_UCR_CoemS85_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. S85	False	False	False	False	False	False	False	3	False	0	0
GCA_027577095.1_UCR_CoemS610_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. S610	False	False	False	False	False	False	False	6	False	0	1
GCA_027577115.1_UCR_CoemS680_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. S680	False	False	False	False	False	False	False	0	False	0	0
GCA_027577135.1_UCR_CoemS3946_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. S3946	False	False	False	False	False	False	False	11	False	0	0
GCA_027577155.1_UCR_CoemS2_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. S2	False	True	False	False	False	False	False	9	False	0	0
GCA_027577175.1_UCR_CoemS146_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. S146	False	False	False	False	False	False	False	1	True	0	1
GCA_027577195.1_UCR_CoemS16_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. S16	False	False	False	False	False	False	False	1	False	0	0
GCA_027577215.1_UCR_CoemS155-1_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. S155-1	False	False	False	False	False	False	False	9	False	0	0
GCA_027577235.1_UCR_CoemS142-1_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. S142-1	False	False	False	False	False	False	False	2	False	0	0
GCA_027577255.1_UCR_CoemS100_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. S100	False	False	False	False	False	False	False	7	False	0	0
GCA_027577275.1_UCR_CoemRSA988_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 988	False	True	False	False	False	False	False	9	False	0	0
GCA_027577295.1_UCR_CoemRSA986_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 986	False	True	False	False	False	False	False	6	False	0	1
GCA_027577315.1_UCR_CoemRSA921_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 921	False	False	False	False	False	False	False	2	False	0	0
GCA_027577335.1_UCR_CoemRSA564_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 564	False	True	False	False	False	False	False	2	False	0	0
GCA_027577345.1_UCR_CoemRSA637_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 637	False	False	False	False	False	False	False	8	False	0	0
GCA_027577375.1_UCR_CoemRSA562_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 562	False	True	False	False	False	False	False	2	False	0	0
GCA_027577395.1_UCR_CoemRSA560_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 560	False	False	False	False	False	False	False	1	False	0	0
GCA_027577415.1_UCR_CoemRSA922_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 922	False	False	False	False	False	False	False	11	False	0	0
GCA_027577435.1_UCR_CoemRSA521_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 521	False	True	False	False	False	False	False	5	False	0	0
GCA_027577455.1_UCR_CoemRSA522_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 522	False	True	False	False	False	False	False	8	False	0	0
GCA_027577475.1_UCR_CoemRSA788_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 788	False	False	False	False	False	False	False	2	False	0	0
GCA_027577495.1_UCR_CoemRSA720_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 720	False	True	False	False	False	False	False	7	False	0	0
GCA_027577515.1_UCR_CoemRSA678_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 678	False	False	False	False	False	False	False	1	False	0	0
GCA_027577535.1_UCR_CoemRSA552_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 552	False	False	False	False	False	False	False	1	False	0	0
GCA_027577555.1_UCR_CoemRSA551_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 551	False	True	False	False	False	False	False	3	False	0	0
GCA_027577575.1_UCR_CoemRSA532_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 532	False	True	False	False	False	False	False	9	False	0	0
GCA_027577595.1_UCR_CoemRSA487_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 487	False	True	False	False	False	False	False	7	False	0	1
GCA_027577615.1_UCR_CoemRSA451_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 451	False	False	False	False	False	False	False	6	False	0	0
GCA_027577635.1_UCR_CoemRSA475_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 475	False	True	False	False	False	False	False	3	False	0	0
GCA_027577655.1_UCR_CoemRSA454_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 454	False	False	False	False	False	False	False	12	False	0	0
GCA_027577675.1_UCR_CoemRSA376_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 376	False	False	False	False	False	False	False	6	False	0	0
GCA_027577695.1_UCR_CoemRSA371_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 371	False	True	False	False	False	False	False	4	False	0	0
GCA_027577715.1_UCR_CoemRSA2706_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 2706	False	True	False	False	False	False	False	9	False	0	0
GCA_027577725.1_UCR_CoemRSA518_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 518	False	True	False	False	False	False	False	6	False	0	0
GCA_027577745.1_UCR_CoemRSA355_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 355	False	True	False	False	False	False	False	2	False	0	0
GCA_027577765.1_UCR_CoemRSA2704_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 2704	False	False	False	False	False	False	False	5	False	0	0
GCA_027577775.1_UCR_CoemRSA520_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 520	False	False	False	False	False	False	False	1	False	0	0
GCA_027577795.1_UCR_CoemRSA530_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 530	False	False	False	False	False	False	False	1	False	0	0
GCA_027577815.1_UCR_CoemRSA485_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 485	False	True	False	False	False	False	False	1	False	0	0
GCA_027577835.1_UCR_CoemRSA2705_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 2705	False	True	False	False	False	False	False	5	False	0	0
GCA_027577845.1_UCR_CoemRSA2702_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 2702	False	True	False	False	False	False	False	3	False	0	0
GCA_027577855.1_UCR_CoemRSA353_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 353	False	True	False	False	False	False	False	5	False	0	0
GCA_027577955.1_UCR_CoemRSA2673_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 2673	False	False	False	False	False	False	False	6	False	0	0
GCA_027577975.1_UCR_CoemRSA2681_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 2681	False	False	False	False	False	False	False	0	False	0	0
GCA_027577995.1_UCR_CoemRSA2671_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 2671	True	False	False	False	False	False	False	1	False	0	0
GCA_027578015.1_UCR_CoemRSA2618_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 2618	False	True	False	False	False	False	False	2	False	0	0
GCA_027578035.1_UCR_CoemRSA2603_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 2603	False	False	False	False	False	False	False	1	False	0	0
GCA_027578055.1_UCR_CoemRSA2611_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 2611	False	True	False	False	False	False	False	7	False	0	0
GCA_027578075.1_UCR_CoemRSA2559_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 2559	False	True	False	False	False	False	False	4	False	0	2
GCA_027578095.1_UCR_CoemRSA2526_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 2526	False	True	False	False	False	False	False	3	False	0	0
GCA_027578115.1_UCR_CoemRSA2530_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 2530	False	False	False	False	False	False	False	10	False	0	1
GCA_027578135.1_UCR_CoemRSA2524_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 2524	False	False	False	False	False	False	False	1	False	0	0
GCA_027578155.1_UCR_CoemRSA370_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 370	False	True	False	False	False	False	False	6	False	0	0
GCA_027578175.1_UCR_CoemRSA2531_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 2531	False	False	False	False	False	False	False	4	False	0	0
GCA_027578195.1_UCR_CoemRSA2522_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 2522	False	False	False	False	False	False	False	2	False	0	0
GCA_027578215.1_UCR_CoemRSA455_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 455	False	False	False	False	False	False	False	6	False	0	0
GCA_027578235.1_UCR_CoemRSA2440_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 2440	False	False	False	False	False	False	False	7	False	0	0
GCA_027578255.1_UCR_CoemRSA2337_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 2337	False	False	False	False	False	False	False	7	False	0	0
GCA_027578275.1_UCR_CoemRSA2424_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 2424	True	False	True	False	False	False	False	2	False	0	0
GCA_027578295.1_UCR_CoemRSA2336_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 2336	False	True	False	False	False	False	False	4	False	0	0
GCA_027578315.1_UCR_CoemRSA2322_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 2322	False	False	False	False	False	False	False	5	False	0	0
GCA_027578335.1_UCR_CoemRSA2049_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 2049	False	False	False	False	False	False	False	4	False	0	0
GCA_027578355.1_UCR_CoemRSA2320_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 2320	False	False	False	False	False	False	False	1	False	0	0
GCA_027578375.1_UCR_CoemRSA2131_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 2131	False	False	False	False	False	False	False	2	False	0	0
GCA_027578395.1_UCR_CoemRSA1939_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 1939	False	False	False	False	False	False	False	5	False	0	0
GCA_027578415.1_UCR_CoemRSA1972_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 1972	False	True	False	False	False	False	False	4	True	0	0
GCA_027578435.1_UCR_CoemRSA1937_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 1937	False	False	False	False	False	False	False	1	False	0	0
GCA_027578455.1_UCR_CoemRSA2052_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 2052	False	False	False	False	False	False	False	8	False	0	0
GCA_027578475.1_UCR_CoemRSA2607_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 2607	False	False	False	False	False	False	False	2	False	0	0
GCA_027578495.1_UCR_CoemRSA2610_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 2610	False	True	False	False	False	False	False	0	False	0	0
GCA_027578515.1_UCR_CoemRSA1935_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 1935	False	False	False	False	False	False	False	8	False	0	0
GCA_027578535.1_UCR_CoemRSA1933_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 1933	False	True	False	False	False	False	False	4	False	0	0
GCA_027578555.1_UCR_CoemRSA1813_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 1813	False	True	False	False	False	False	False	8	False	0	1
GCA_027578575.1_UCR_CoemRSA1853_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 1853	False	True	False	False	False	False	False	3	False	0	0
GCA_027578595.1_UCR_CoemRSA1836_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 1836	False	False	False	False	False	False	False	4	False	0	0
GCA_027578615.1_UCR_CoemRSA1822_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 1822	False	True	False	False	False	False	False	2	False	0	0
GCA_027578635.1_UCR_CoemRSA1807_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 1807	False	True	False	False	False	False	False	4	False	0	0
GCA_027578655.1_UCR_CoemRSA1694_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 1694	False	False	False	False	False	False	False	7	False	0	0
GCA_027578675.1_UCR_CoemRSA1358_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 1358	False	True	False	False	False	False	False	1	False	0	0
GCA_027578695.1_UCR_CoemRSA1365_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 1365	False	True	False	False	False	False	False	12	False	0	0
GCA_027578715.1_UCR_CoemRSA1290_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 1290	False	True	False	False	False	False	False	7	False	0	0
GCA_027578735.1_UCR_CoemRSA1287_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 1287	False	False	False	False	False	False	False	1	False	0	0
GCA_027578755.1_UCR_CoemRSA1199_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 1199	False	True	False	False	False	False	False	2	False	0	0
GCA_027578775.1_UCR_CoemRSA1085_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 1085	False	True	False	False	False	False	False	2	True	0	0
GCA_027578795.1_UCR_CoemRSA1797_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 1797	False	True	False	False	False	False	False	10	False	0	0
GCA_027578815.1_UCR_CoemRSA1804_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 1804	False	False	False	False	False	False	False	5	False	0	0
GCA_027578835.1_UCR_CoemRSA2050_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 2050	False	False	False	False	False	False	False	4	False	0	0
GCA_027578855.1_UCR_CoemRSA1721_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 1721	False	False	False	False	False	False	False	1	False	0	0
GCA_027578875.1_UCR_CoemRSA1286_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 1286	False	False	False	False	False	False	False	2	False	0	0
GCA_027578895.1_UCR_CoemCBS109367_1.0	Kickxellomycota	Kickxellaceae	Coemansia spiralis	False	False	False	False	False	False	False	1	False	0	0
GCA_027578915.1_UCR_CoemRSA1200_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 1200	False	False	False	False	False	False	False	3	False	0	0
GCA_027578935.1_UCR_CoemRSA1285_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 1285	False	False	False	False	False	False	False	1	False	0	0
GCA_027578955.1_UCR_CoemRSA1250_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 1250	False	True	False	False	False	False	False	4	True	0	0
GCA_027578975.1_UCR_CoemNRRL3115_1.0	Kickxellomycota	Kickxellaceae	Coemansia spiralis	False	True	False	False	False	False	False	1	False	0	0
GCA_027578995.1_UCR_CoemIMI209128_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. IMI 209128	True	False	False	False	False	False	False	1	False	0	0
GCA_027579015.1_UCR_CoemCherry401B_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. Cherry 401B	False	True	False	False	False	False	False	6	False	0	0
GCA_027579035.1_UCR_CoemD1744_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. D1744	False	True	False	False	False	False	False	8	False	0	0
GCA_027579055.1_UCR_CoinBCRC34489_1.0	Kickxellomycota	Kickxellaceae	Coemansia interrupta	False	False	False	False	False	False	False	2	False	0	0
GCA_027579075.1_UCR_CoemBCRC34962_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. BCRC 34962	False	False	False	False	False	False	False	5	False	0	0
GCA_027579095.1_UCR_ConaCBS109366_1.0	Kickxellomycota	Kickxellaceae	Coemansia nantahalensis	False	True	False	False	False	False	False	2	False	0	0
GCA_027579115.1_UCR_CojaNBRC105414_1.0	Kickxellomycota	Kickxellaceae	Coemansia javaensis	False	True	False	False	False	False	False	1	False	0	0
GCA_027579135.1_UCR_CoemRSA1722_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. RSA 1722	False	False	False	False	False	False	False	7	False	0	0
GCA_027579155.1_UCR_CoemBennyD115_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. Benny D115	False	False	False	False	False	False	False	0	False	0	0
GCA_027579175.1_UCR_CoemIMI203386_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. IMI 203386	False	False	False	False	False	False	False	6	False	0	0
GCA_027579195.1_UCR_CoemCBS108938_1.0	Kickxellomycota	Kickxellaceae	Coemansia spiralis	False	True	False	False	False	False	False	1	False	0	0
GCA_027579215.1_UCR_CoemBCRC34490_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. BCRC 34490	False	False	False	False	False	False	False	1	False	0	0
GCA_027579235.1_UCR_CoemBCRC34301_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. BCRC 34301	False	False	False	False	False	False	False	3	False	0	0
GCA_027579255.1_UCR_CopeBCRC34297_1.0	Kickxellomycota	Kickxellaceae	Coemansia pectinata	False	False	False	False	False	False	False	10	False	0	0
GCA_027579275.1_UCR_ColiBCRC34191_1.0	Kickxellomycota	Kickxellaceae	Coemansia linderi	False	True	False	False	False	False	False	5	False	0	0
GCA_027579295.1_UCR_CofoNRRL5531T_1.0	Kickxellomycota	Kickxellaceae	Coemansia sp. formosensis	False	False	False	False	False	False	False	3	False	0	0
GCA_027579315.1_UCR_CoheBCRC34780_1.0	Kickxellomycota	Kickxellaceae	Coemansia helicoidea	False	True	False	False	False	False	False	1	False	0	0
GCA_027579325.1_UCR_CofuBCRC34190_1.0	Kickxellomycota	Kickxellaceae	Coemansia furcata	False	True	False	False	False	False	False	4	False	0	0
GCA_027579345.1_UCR_CoerIMI279145_1.0	Kickxellomycota	Kickxellaceae	Coemansia erecta	False	True	False	False	False	False	False	5	False	0	0
GCA_027579355.1_UCR_CoerBCRC34228_1.0	Kickxellomycota	Kickxellaceae	Coemansia erecta	False	True	False	False	False	False	False	4	False	0	2
