panel	genome	phylum	class	order	family_tax	species	mat_family	contig	start	end	confidence	locus_class	idiomorph	outcome	why	flank_lo	flank_hi	n_flank_genes	flank_genes	core_genes	max_core_dist_bp	polish_capped_cluster	core_detail	flank_detail	genes_best_here	genes_best_elsewhere	best_here_detail	verdict
cap6	GCA_900519055.1_YAGA0	Ascomycota	Dipodascomycetes	Dipodascales		Yarrowia galli	Ascomycota:MATtub	ULGS01000006.1	145622	153691	medium	mat_locus	MAT1-1	low	inside	145622	153343	2	APN2,SLA2	MAT1-1-1	0	False	MAT1-1-1:149672-149971:25.688:58.0:unpolished	APN2:145622-146281:43.14:None:polished_single;SLA2:151793-153343:55.34:None:polished_disagree		MAT1-1-3,MAT1-2-1,Rsm22-like,mat1-Mc,matMc,matPi		best_hit_elsewhere
cap6	GCA_964254685.1_public_SRR1531517_concoct_bin.16	Ascomycota	Lecanoromycetes	Pertusariales	Icmadophilaceae	Dibaeis baeomyces	Ascomycota:MAT	CAXUTT010000267.1	5504	18172	medium	mat_locus	MAT1-1	low	inside	5594	18172	3	APN2,COX13,SLA2	MAT1-1-1	0	False	MAT1-1-1:12466-12819:33.613:30.0:unpolished	SLA2:5594-9183:80.06:None:polished_disagree;APN2:14929-17176:56.09:None:polished_disagree;COX13:17602-18172:80.2:None:polished_disagree	MAT1-1-1	MAT1-2-1	MAT1-1-1:82:31%:8e-17	best_hit_here
cap6	GCF_000441935.1_MHA_v2	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Dactylellina haptotyla	Ascomycota:MAT	NW_011644707.1	27407	35833	medium	mat_locus	MAT1-2	withheld	core_outside_span	27407	29525	2	APN2,COX13	MAT1-2-1	2985	False	MAT1-2-1:35510-35722:32.394:17.0:unpolished	COX13:27407-28046:59.84:None:polished_agree;APN2:28649-29525:59.9:None:polished_disagree		MAT1-2-1,Rsm22-like,mat1-Mc,matMc,matPi		best_hit_elsewhere
cap6	GCF_029532465.1_Liptet1	Ascomycota	Lipomycetes	Lipomycetales	Lipomycetaceae	Lipomyces tetrasporus	Ascomycota:MATyl	NW_026611597.1	1158352	1187108	medium	mat_locus	A	low	inside	1164831	1186403	2	apn2,sla2	mata1	0	False	mata1:1182113-1182223:37.838:21.0:unpolished	sla2:1164831-1166087:60.98:None:polished_disagree;apn2:1186132-1186403:55.07:None:polished_single	MAT1-1-1,MAT1-1-3,MAT1-2-1,MTLalpha1,mat1-Mc,matMc	MATALPHA2,Rsm22-like,mat1-Pi,matPi	MAT1-1-1:50:40%:4e-06;MAT1-1-3:64:32%:1e-12;MAT1-2-1:67:33%:3e-12;MTLalpha1:61:44%:5e-11;mat1-Mc:51:30%:6e-08;matMc:68:29%:3e-13	best_hit_here
Mucoromycota	GCA_000587855.1_B50	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor irregularis	Mucoromycota:MAT	KK076501.1	473260	520603	medium	mat_locus	Plus	withheld	core_outside_span	483335	498789	4	algA,glrA,rnhA,tptA	sexM,sexP	6947	False	sexM:473260-473388:34.884:20.0:not_polish_candidate;sexP:494462-494680:36.0:25.0:unpolished	glrA:483335-484854:87.47:None:polished_agree;rnhA:489806-493963:78.3:None:polished_disagree;tptA:495121-496238:72.16:None:polished_disagree;algA:496981-498789:66.84:None:polished_disagree	sexM	btbA,sexP	sexM:66:32%:1e-12	best_hit_here
Mucoromycota	GCA_000697415.1_UmbIsaB7317-1.0	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis isabellina	Mucoromycota:MAT	JNEQ01000056.1	749075	753439	medium	mat_locus	Plus	low	inside	750673	753439	2	algA,tptA	sexM,sexP	0	False	sexM:749156-749338:33.824:32.0:not_polish_candidate;sexP:749174-749320:42.857:15.0:unpolished	tptA:750673-751733:64.22:None:polished_disagree;algA:752125-753439:47.33:None:polished_disagree	sexP	btbA,sexM	sexP:62:26%:7e-11	best_hit_here
Mucoromycota	GCA_000697435.1_RhiVarB7584-1.0	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor irregularis	Mucoromycota:MAT	JNES01000944.1	209980	256000	medium	mat_locus	Plus	withheld	core_outside_span	219576	234627	4	algA,glrA,rnhA,tptA	sexM,sexP	6468	False	sexM:209980-210108:34.884:20.0:not_polish_candidate;sexP:230701-230919:36.0:25.0:unpolished	glrA:219576-221095:87.47:None:polished_agree;rnhA:226046-230202:78.3:None:polished_disagree;tptA:231360-232477:72.16:None:polished_disagree;algA:233220-234627:66.84:None:polished_disagree	sexM	btbA,sexP	sexM:66:32%:1e-12	best_hit_here
Mucoromycota	GCA_016758895.1_ASM1675889v1	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis vinacea	Mucoromycota:MAT	JAEPRA010000016.1	141223	158571	medium	mat_locus	Minus	low	inside	141223	158331	3	algA,glrA,tptA	sexM,sexP	0	False	sexP:154450-154737:27.451:30.0:not_polish_candidate;sexM:154498-154704:36.232:34.0:unpolished	glrA:141223-142833:70.18:None:polished_agree;tptA:155787-156899:63.8:None:polished_disagree;algA:157274-158331:47.85:None:polished_disagree		btbA,sexM,sexP		best_hit_elsewhere
Mucoromycota	GCA_016758905.1_ASM1675890v1	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis isabellina	Mucoromycota:MAT	JAEPQZ010000017.1	104013	119940	medium	mat_locus	Plus	low	inside	105925	118582	2	glrA,rnhA	sexP	0	False	sexP:119836-119940:34.286:10.0:unpolished	rnhA:105925-107730:50.09:None:polished_disagree;glrA:116984-118582:70.42:None:polished_disagree		btbA,sexM,sexP		best_hit_elsewhere
Mucoromycota	GCA_016758905.1_ASM1675890v1	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis isabellina	Mucoromycota:MAT	JAEPQZ010000017.1	412287	416732	medium	mat_locus	Plus	low	inside	412524	415069	2	algA,tptA	sexM,sexP	0	False	sexM:416397-416579:29.851:32.0:not_polish_candidate;sexP:416403-416543:41.667:15.0:unpolished	algA:412524-413606:48.84:None:polished_disagree;tptA:413997-415069:62.73:None:polished_disagree	sexP	btbA,sexM	sexP:59:26%:9e-10	best_hit_here
Mucoromycota	GCA_027595865.1_Umbelopsis_isabellina_MPG-14A_reass_enz	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis isabellina	Mucoromycota:MAT	JANJFK010000028.1	163721	168087	medium	mat_locus	Plus	low	inside	165320	168087	2	algA,tptA	sexM,sexP	0	False	sexM:163802-163984:33.824:32.0:not_polish_candidate;sexP:163820-163966:42.857:15.0:unpolished	tptA:165320-166380:64.22:None:polished_disagree;algA:166772-168087:47.06:None:polished_disagree	sexP	btbA,sexM	sexP:62:26%:7e-11	best_hit_here
Mucoromycota	GCA_037039815.1_ASM3703981v1	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis sp. M5902	Mucoromycota:MAT	JAXQGL010000038.1	212610	237840	medium	mat_locus	Plus	withheld	core_outside_span	212610	225241	2	glrA,rnhA	sexP	9429	False	sexP:237670-237840:22.807:20.0:unpolished	glrA:212610-214211:70.26:None:polished_disagree;rnhA:223442-225241:49.63:None:polished_disagree		btbA,sexM,sexP		best_hit_elsewhere
Mucoromycota	GCA_037039815.1_ASM3703981v1	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis sp. M5902	Mucoromycota:MAT	JAXQGL010000038.1	439445	444075	medium	mat_locus	Minus	low	inside	439682	442231	2	algA,tptA	sexM,sexP	0	False	sexM:443563-443739:36.364:31.0:unpolished;sexP:443581-443706:33.333:14.0:not_polish_candidate	algA:439682-440764:49.17:None:polished_disagree;tptA:441158-442231:63.33:None:polished_disagree	sexP	btbA,sexM	sexP:58:25%:1e-09	best_hit_here
Mucoromycota	GCA_053572175.1_ASM5357217v1	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis sp. WA50703	Mucoromycota:MAT	JAYKKX010000013.1	106814	110949	medium	mat_locus	Minus	low	inside	108191	110949	2	algA,tptA	sexM,sexP	0	False	sexP:106859-107074:27.778:21.0:not_polish_candidate;sexM:106862-107059:36.232:34.0:unpolished	tptA:108191-109263:63.64:None:polished_disagree;algA:109642-110949:47.06:None:polished_disagree		btbA,sexM,sexP		best_hit_elsewhere
Mucoromycota	GCA_054906655.1_Umbelopsis_nana_v._1.0	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis nana	Mucoromycota:MAT	BAAHSD010000001.1	143205	160100	medium	mat_locus	Plus	low	inside	143205	159860	3	algA,glrA,tptA	sexM,sexP	0	False	sexM:156047-156268:28.0:37.0:not_polish_candidate;sexP:156095-156247:33.333:16.0:unpolished	glrA:143205-144805:71.43:None:polished_agree;tptA:157358-158477:63.34:None:polished_disagree;algA:158796-159860:47.85:None:polished_disagree		btbA,sexM,sexP		best_hit_elsewhere
Mucoromycota	GCA_964291815.1_UMBE_WA70503	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis sp. WA50703	Mucoromycota:MAT	CAXYTU010000169.1	106865	111000	medium	mat_locus	Minus	low	inside	108242	111000	2	algA,tptA	sexM,sexP	0	False	sexP:106910-107125:27.778:21.0:not_polish_candidate;sexM:106913-107110:36.232:34.0:unpolished	tptA:108242-109314:63.64:None:polished_disagree;algA:109693-111000:47.06:None:polished_disagree		btbA,sexM,sexP		best_hit_elsewhere
Mucoromycota	GCA_977092135.1_gzAbsCyli1	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia cylindrospora	Mucoromycota:MAT	CDRYNH010000012.1	717983	761620	medium	mat_locus	Plus	low	inside	717983	761620	2	glrA,rnhA	sexM,sexP	0	False	sexP:741879-741995:41.026:13.0:unpolished;sexM:741879-742001:29.268:19.0:not_polish_candidate	rnhA:717983-718099:53.85:None:polished_disagree;glrA:760380-761620:28.21:None:polished_single		btbA,sexM,sexP		best_hit_elsewhere
Mucoromycota	GCA_977110905.1_gzMucHiem1	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor hiemalis	Mucoromycota:MAT	CDSBDF010000023.1	973776	1012464	medium	mat_locus	Plus	low	inside	973776	986787	4	algA,glrA,rnhA,tptA	sexM,sexP	0	False	sexM:983011-983292:32.323:41.0:not_polish_candidate;sexP:983071-983289:37.333:25.0:unpolished	glrA:973776-975284:86.39:None:polished_agree;rnhA:978407-982543:79.52:None:polished_disagree;tptA:983729-984837:71.71:None:polished_disagree;algA:985395-986787:68.95:None:polished_disagree		btbA,sexM,sexP		best_hit_elsewhere
Mucoromycota	GCA_977110975.1_gzUmbVina2	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis vinacea	Mucoromycota:MAT	CDSBDG010000016.1	219389	223444	medium	mat_locus	Minus	low	inside	220680	223219	2	algA,tptA	sexM,sexP	0	False	sexM:219389-219592:34.783:34.0:unpolished;sexP:219416-219568:29.412:15.0:not_polish_candidate	tptA:220680-221785:64.88:None:polished_disagree;algA:222133-223219:49.83:None:polished_disagree		btbA,sexM,sexP		best_hit_elsewhere
Mucoromycota	GCF_025399195.1_Umbra1	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis ramanniana	Mucoromycota:MAT	NW_026252087.1	139483	157423	medium	mat_locus	Minus	low	inside	139483	157420	3	algA,glrA,tptA	sexM,sexP	0	False	sexP:153110-153358:30.12:27.0:not_polish_candidate;sexM:153161-153250:36.667:13.0:unpolished	glrA:139483-141092:70.61:None:polished_agree;tptA:154656-155772:64.29:None:polished_disagree;algA:156155-157420:44.14:None:polished_disagree		btbA,sexM,sexP		best_hit_elsewhere
Mortierellomycota	GCA_019788775.1_ASM1978877v1	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella alpina	Mucoromycota:MAT	JAIFTL010000165.1	36645	50101	medium	mat_locus	Minus	withheld	core_outside_span	36726	43791	2	rnhA,tptA	sexM	3179	False	sexM:49970-50101:38.636:18.0:unpolished	rnhA:36726-36959:44.87:None:polished_single;tptA:42751-43791:58.02:None:polished_disagree		btbA,sexM,sexP		best_hit_elsewhere
Mortierellomycota	GCA_033807515.1_Morgam1	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia gamsii	Mucoromycota:MAT	JAWHKS010000011.1	208935	273008	medium	mat_locus	Plus	withheld	core_outside_span	208935	215823	2	glrA,rnhA	sexP	54000	False	sexP:272823-273008:29.032:20.0:unpolished	glrA:208935-211260:65.56:None:polished_agree;rnhA:215725-215823:72.73:None:polished_single		btbA,sexM,sexP		best_hit_elsewhere
Kickxellomycota	GCA_027577175.1_UCR_CoemS146_1.0	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Coemansia sp. S146	Mucoromycota:MAT	JANBQN010000031.1	57994	126852	medium	mat_locus	Minus	low	inside	57994	126300	2	glrA,rnhA	sexM	0	False	sexM:103494-103601:30.556:17.0:unpolished	glrA:57994-58989:63.5:None:polished_disagree;rnhA:125899-126300:34.33:None:polished_single		sexM,sexP		best_hit_elsewhere
