asmid	method	bioproject	contigs	call
GCA_057661885.1_ASM5766188v1	Shovill-SKESA v. 1.1.0	PRJNA850520	248	alpha
GCA_057661865.1_ASM5766186v1	Shovill-SKESA v. 1.1.0	PRJNA850520	237	alpha
GCA_057661845.1_ASM5766184v1	Shovill-SKESA v. 1.1.0	PRJNA850520	486	alpha
GCA_057661825.1_ASM5766182v1	Shovill-SKESA v. 1.1.0	PRJNA850520	220	A
GCA_057661805.1_ASM5766180v1	Shovill-SKESA v. 1.1.0	PRJNA850520	471	A
GCA_057661785.1_ASM5766178v1	Shovill-SKESA v. 1.1.0	PRJNA850520	396	A
GCA_057661745.1_ASM5766174v1	Shovill-SKESA v. 1.1.0	PRJNA850520	254	A
GCA_057661765.1_ASM5766176v1	Shovill-SKESA v. 1.1.0	PRJNA850520	397	A
GCA_057661725.1_ASM5766172v1	Shovill-SKESA v. 1.1.0	PRJNA850520	252	alpha
GCA_057661705.1_ASM5766170v1	Shovill-SKESA v. 1.1.0	PRJNA850520	269	alpha
GCA_057661105.1_ASM5766110v1	Shovill-SKESA v. 1.1.0	PRJNA850520	245	alpha
GCA_057661045.1_ASM5766104v1	Shovill-SKESA v. 1.1.0	PRJNA850520	606	A
GCA_057661005.1_ASM5766100v1	Shovill-SKESA v. 1.1.0	PRJNA850520	567	A
GCA_057660985.1_ASM5766098v1	Shovill-SKESA v. 1.1.0	PRJNA850520	607	A
GCA_057660885.1_ASM5766088v1	Shovill-SKESA v. 1.1.0	PRJNA850520	622	A
GCA_057660905.1_ASM5766090v1	Shovill-SKESA v. 1.1.0	PRJNA850520	661	A
GCA_057660925.1_ASM5766092v1	Shovill-SKESA v. 1.1.0	PRJNA850520	745	A
GCA_057660825.1_ASM5766082v1	Shovill-SKESA v. 1.1.0	PRJNA850520	496	alpha
GCA_057660845.1_ASM5766084v1	Shovill-SKESA v. 1.1.0	PRJNA850520	758	A
GCA_057660745.1_ASM5766074v1	Shovill-SKESA v. 1.1.0	PRJNA850520	1115	A
GCA_057660725.1_ASM5766072v1	Shovill-SKESA v. 1.1.0	PRJNA850520	1061	A
GCA_057660665.1_ASM5766066v1	Shovill-SKESA v. 1.1.0	PRJNA850520	1275	A
GCA_057660705.1_ASM5766070v1	Shovill-SKESA v. 1.1.0	PRJNA850520	1421	A
GCA_057661645.1_ASM5766164v1	Shovill-SKESA v. 1.1.0	PRJNA850520	242	alpha
GCA_057661505.1_ASM5766150v1	Shovill-SKESA v. 1.1.0	PRJNA850520	217	A
GCA_057661565.1_ASM5766156v1	Shovill-SKESA v. 1.1.0	PRJNA850520	242	A
GCA_057661515.1_ASM5766151v1	Shovill-SKESA v. 1.1.0	PRJNA850520	238	alpha
GCA_057661385.1_ASM5766138v1	Shovill-SKESA v. 1.1.0	PRJNA850520	245	A
GCA_057661445.1_ASM5766144v1	Shovill-SKESA v. 1.1.0	PRJNA850520	237	A
GCA_057661395.1_ASM5766139v1	Shovill-SKESA v. 1.1.0	PRJNA850520	254	alpha
GCA_057661365.1_ASM5766136v1	Shovill-SKESA v. 1.1.0	PRJNA850520	385	A
GCA_057661345.1_ASM5766134v1	Shovill-SKESA v. 1.1.0	PRJNA850520	390	A
GCA_057661305.1_ASM5766130v1	Shovill-SKESA v. 1.1.0	PRJNA850520	439	A
GCA_057661225.1_ASM5766122v1	Shovill-SKESA v. 1.1.0	PRJNA850520	410	A
GCA_057661245.1_ASM5766124v1	Shovill-SKESA v. 1.1.0	PRJNA850520	380	alpha
GCA_057661145.1_ASM5766114v1	Shovill-SKESA v. 1.1.0	PRJNA850520	422	alpha
GCA_057661125.1_ASM5766112v1	Shovill-SKESA v. 1.1.0	PRJNA850520	604	A
GCA_057660605.1_ASM5766060v1	Shovill-SKESA v. 1.1.0	PRJNA850520	261	alpha
GCA_057660585.1_ASM5766058v1	Shovill-SKESA v. 1.1.0	PRJNA850520	265	A
GCA_057660565.1_ASM5766056v1	Shovill-SKESA v. 1.1.0	PRJNA850520	261	A
GCA_057660525.1_ASM5766052v1	Shovill-SKESA v. 1.1.0	PRJNA850520	224	A
GCA_057660465.1_ASM5766046v1	Shovill-SKESA v. 1.1.0	PRJNA850520	255	alpha
GCA_057660445.1_ASM5766044v1	Shovill-SKESA v. 1.1.0	PRJNA850520	223	A
GCA_057660425.1_ASM5766042v1	Shovill-SKESA v. 1.1.0	PRJNA850520	287	alpha
GCA_057660325.1_ASM5766032v1	Shovill-SKESA v. 1.1.0	PRJNA850520	412	A
GCA_057660345.1_ASM5766034v1	Shovill-SKESA v. 1.1.0	PRJNA850520	392	A
GCA_057660305.1_ASM5766030v1	Shovill-SKESA v. 1.1.0	PRJNA850520	408	A
GCA_057660205.1_ASM5766020v1	Shovill-SKESA v. 1.1.0	PRJNA850520	394	A
GCA_057660185.1_ASM5766018v1	Shovill-SKESA v. 1.1.0	PRJNA850520	370	A
GCA_057660225.1_ASM5766022v1	Shovill-SKESA v. 1.1.0	PRJNA850520	412	A
GCA_056554995.1_ASM5655499v1	Shovill-SKESA v. 1.1.0	PRJNA850520	252	alpha
GCA_056554955.1_ASM5655495v1	Shovill-SKESA v. 1.1.0	PRJNA850520	244	A
GCA_056554895.1_ASM5655489v1	Shovill-SKESA v. 1.1.0	PRJNA850520	261	alpha
GCA_056555055.1_ASM5655505v1	Shovill-SKESA v. 1.1.0	PRJNA850520	264	alpha
GCA_056554925.1_ASM5655492v1	Shovill-SKESA v. 1.1.0	PRJNA850520	252	alpha
GCA_056554855.1_ASM5655485v1	Shovill-SKESA v. 1.1.0	PRJNA850520	286	alpha
GCA_056554875.1_ASM5655487v1	Shovill-SKESA v. 1.1.0	PRJNA850520	229	alpha
GCA_056555075.1_ASM5655507v1	Shovill-SKESA v. 1.1.0	PRJNA850520	235	A
GCA_056554975.1_ASM5655497v1	Shovill-SKESA v. 1.1.0	PRJNA850520	255	alpha
GCA_056555035.1_ASM5655503v1	Shovill-SKESA v. 1.1.0	PRJNA850520	270	alpha
GCA_056555015.1_ASM5655501v1	Shovill-SKESA v. 1.1.0	PRJNA850520	238	A
GCA_056554915.1_ASM5655491v1	Shovill-SKESA v. 1.1.0	PRJNA850520	417	A
GCA_056554835.1_ASM5655483v1	Shovill-SKESA v. 1.1.0	PRJNA850520	449	alpha
GCA_057190285.1_ASM5719028v1	Shovill-SKESA v. 1.1.0	PRJNA850520	228	alpha
GCA_057190225.1_ASM5719022v1	Shovill-SKESA v. 1.1.0	PRJNA850520	259	A
GCA_057190175.1_ASM5719017v1	Shovill-SKESA v. 1.1.0	PRJNA850520	246	alpha
GCA_057190165.1_ASM5719016v1	Shovill-SKESA v. 1.1.0	PRJNA850520	241	A
GCA_057190135.1_ASM5719013v1	Shovill-SKESA v. 1.1.0	PRJNA850520	248	A
GCA_057190055.1_ASM5719005v1	Shovill-SKESA v. 1.1.0	PRJNA850520	251	A
GCA_057190045.1_ASM5719004v1	Shovill-SKESA v. 1.1.0	PRJNA850520	260	A
GCA_057190025.1_ASM5719002v1	Shovill-SKESA v. 1.1.0	PRJNA850520	262	A
GCA_057189905.1_ASM5718990v1	Shovill-SKESA v. 1.1.0	PRJNA850520	262	A
GCA_057189925.1_ASM5718992v1	Shovill-SKESA v. 1.1.0	PRJNA850520	272	A
GCA_057189915.1_ASM5718991v1	Shovill-SKESA v. 1.1.0	PRJNA850520	267	alpha
GCA_057189785.1_ASM5718978v1	Shovill-SKESA v. 1.1.0	PRJNA850520	267	alpha
GCA_057189795.1_ASM5718979v1	Shovill-SKESA v. 1.1.0	PRJNA850520	572	alpha
GCA_057189805.1_ASM5718980v1	Shovill-SKESA v. 1.1.0	PRJNA850520	592	A
GCA_057659505.1_ASM5765950v1	Shovill-SKESA v. 1.1.0	PRJNA850520	275	alpha
GCA_057659425.1_ASM5765942v1	Shovill-SKESA v. 1.1.0	PRJNA850520	222	A
GCA_057659365.1_ASM5765936v1	Shovill-SKESA v. 1.1.0	PRJNA850520	223	A
GCA_057659405.1_ASM5765940v1	Shovill-SKESA v. 1.1.0	PRJNA850520	461	A
GCA_057659245.1_ASM5765924v1	Shovill-SKESA v. 1.1.0	PRJNA850520	237	alpha
GCA_057659265.1_ASM5765926v1	Shovill-SKESA v. 1.1.0	PRJNA850520	251	A
GCA_057659255.1_ASM5765925v1	Shovill-SKESA v. 1.1.0	PRJNA850520	217	A
GCA_057659125.1_ASM5765912v1	Shovill-SKESA v. 1.1.0	PRJNA850520	255	A
GCA_057659185.1_ASM5765918v1	Shovill-SKESA v. 1.1.0	PRJNA850520	253	A
GCA_057659165.1_ASM5765916v1	Shovill-SKESA v. 1.1.0	PRJNA850520	261	A
GCA_057659005.1_ASM5765900v1	Shovill-SKESA v. 1.1.0	PRJNA850520	244	alpha
GCA_057383645.1_ASM5738364v1	Shovill-SKESA v. 1.1.0	PRJNA850520	246	A
GCA_057383605.1_ASM5738360v1	Shovill-SKESA v. 1.1.0	PRJNA850520	261	alpha
GCA_057383615.1_ASM5738361v1	Shovill-SKESA v. 1.1.0	PRJNA850520	269	alpha
GCA_057383585.1_ASM5738358v1	Shovill-SKESA v. 1.1.0	PRJNA850520	220	A
GCA_057383545.1_ASM5738354v1	Shovill-SKESA v. 1.1.0	PRJNA850520	255	alpha
GCA_057383555.1_ASM5738355v1	Shovill-SKESA v. 1.1.0	PRJNA850520	245	A
GCA_057383525.1_ASM5738352v1	Shovill-SKESA v. 1.1.0	PRJNA850520	383	A
GCA_057383485.1_ASM5738348v1	Shovill-SKESA v. 1.1.0	PRJNA850520	385	A
GCA_057383495.1_ASM5738349v1	Shovill-SKESA v. 1.1.0	PRJNA850520	423	alpha
GCA_057383465.1_ASM5738346v1	Shovill-SKESA v. 1.1.0	PRJNA850520	391	A
GCA_057383435.1_ASM5738343v1	Shovill-SKESA v. 1.1.0	PRJNA850520	438	A
GCA_057383425.1_ASM5738342v1	Shovill-SKESA v. 1.1.0	PRJNA850520	452	A
GCA_057658725.1_ASM5765872v1	Shovill-SKESA v. 1.1.0	PRJNA850520	474	alpha
GCA_057658405.1_ASM5765840v1	Shovill-SKESA v. 1.1.0	PRJNA850520	235	alpha
GCA_057658505.1_ASM5765850v1	Shovill-SKESA v. 1.1.0	PRJNA850520	404	A
GCA_057658845.1_ASM5765884v1	Shovill-SKESA v. 1.1.0	PRJNA850520	219	A
GCA_057658585.1_ASM5765858v1	Shovill-SKESA v. 1.1.0	PRJNA850520	241	alpha
GCA_057658625.1_ASM5765862v1	Shovill-SKESA v. 1.1.0	PRJNA850520	237	A
GCA_057658815.1_ASM5765881v1	Shovill-SKESA v. 1.1.0	PRJNA850520	236	A
GCA_057658315.1_ASM5765831v1	Shovill-SKESA v. 1.1.0	PRJNA850520	418	A
GCA_057658895.1_ASM5765889v1	Shovill-SKESA v. 1.1.0	PRJNA850520	439	alpha
GCA_057658745.1_ASM5765874v1	Shovill-SKESA v. 1.1.0	PRJNA850520	228	A
GCA_057658605.1_ASM5765860v1	Shovill-SKESA v. 1.1.0	PRJNA850520	415	alpha
GCA_057658225.1_ASM5765822v1	Shovill-SKESA v. 1.1.0	PRJNA850520	258	alpha
GCA_057658415.1_ASM5765841v1	Shovill-SKESA v. 1.1.0	PRJNA850520	242	A
GCA_057658685.1_ASM5765868v1	Shovill-SKESA v. 1.1.0	PRJNA850520	407	A
GCA_057658785.1_ASM5765878v1	Shovill-SKESA v. 1.1.0	PRJNA850520	246	A
GCA_058224355.1_ASM5822435v1	Shovill-SKESA v. 1.1.0	PRJNA850520	308	alpha
GCA_058224325.1_ASM5822432v1	Shovill-SKESA v. 1.1.0	PRJNA850520	260	alpha
GCA_058224305.1_ASM5822430v1	Shovill-SKESA v. 1.1.0	PRJNA850520	269	alpha
GCA_058224225.1_ASM5822422v1	Shovill-SKESA v. 1.1.0	PRJNA850520	272	alpha
GCA_058224205.1_ASM5822420v1	Shovill-SKESA v. 1.1.0	PRJNA850520	268	alpha
GCA_058224185.1_ASM5822418v1	Shovill-SKESA v. 1.1.0	PRJNA850520	256	alpha
GCA_058224285.1_ASM5822428v1	Shovill-SKESA v. 1.1.0	PRJNA850520	272	alpha
GCA_058224025.1_ASM5822402v1	Shovill-SKESA v. 1.1.0	PRJNA850520	257	A
GCA_058224265.1_ASM5822426v1	Shovill-SKESA v. 1.1.0	PRJNA850520	253	A
GCA_058224245.1_ASM5822424v1	Shovill-SKESA v. 1.1.0	PRJNA850520	240	A
GCA_058224165.1_ASM5822416v1	Shovill-SKESA v. 1.1.0	PRJNA850520	234	A
GCA_058224105.1_ASM5822410v1	Shovill-SKESA v. 1.1.0	PRJNA850520	417	A
GCA_058223905.1_ASM5822390v1	Shovill-SKESA v. 1.1.0	PRJNA850520	421	A
GCA_058224145.1_ASM5822414v1	Shovill-SKESA v. 1.1.0	PRJNA850520	438	alpha
GCA_058224125.1_ASM5822412v1	Shovill-SKESA v. 1.1.0	PRJNA850520	391	A
GCA_058223945.1_ASM5822394v1	Shovill-SKESA v. 1.1.0	PRJNA850520	418	alpha
GCA_058223965.1_ASM5822396v1	Shovill-SKESA v. 1.1.0	PRJNA850520	449	A
GCA_058224085.1_ASM5822408v1	Shovill-SKESA v. 1.1.0	PRJNA850520	424	A
GCA_058224065.1_ASM5822406v1	Shovill-SKESA v. 1.1.0	PRJNA850520	392	alpha
GCA_058223985.1_ASM5822398v1	Shovill-SKESA v. 1.1.0	PRJNA850520	434	A
GCA_058224345.1_ASM5822434v1	Shovill-SKESA v. 1.1.0	PRJNA850520	422	A
GCA_058223875.1_ASM5822387v1	Shovill-SKESA v. 1.1.0	PRJNA850520	608	A
GCA_058223925.1_ASM5822392v1	Shovill-SKESA v. 1.1.0	PRJNA850520	572	A
GCA_058224045.1_ASM5822404v1	Shovill-SKESA v. 1.1.0	PRJNA850520	602	A
GCA_058224005.1_ASM5822400v1	Shovill-SKESA v. 1.1.0	PRJNA850520	636	A
GCA_059748995.1_ASM5974899v1	Shovill-SKESA v. 1.1.0	PRJNA850520	302	A
GCA_059749005.1_ASM5974900v1	Shovill-SKESA v. 1.1.0	PRJNA850520	332	A
GCA_059748955.1_ASM5974895v1	Shovill-SKESA v. 1.1.0	PRJNA850520	362	A
GCA_059748895.1_ASM5974889v1	Shovill-SKESA v. 1.1.0	PRJNA850520	351	A
GCA_059748855.1_ASM5974885v1	Shovill-SKESA v. 1.1.0	PRJNA850520	356	alpha
GCA_059748835.1_ASM5974883v1	Shovill-SKESA v. 1.1.0	PRJNA850520	322	A
GCA_059748765.1_ASM5974876v1	Shovill-SKESA v. 1.1.0	PRJNA850520	350	alpha
GCA_059748755.1_ASM5974875v1	Shovill-SKESA v. 1.1.0	PRJNA850520	541	A
GCA_059748715.1_ASM5974871v1	Shovill-SKESA v. 1.1.0	PRJNA850520	583	A
GCA_059748675.1_ASM5974867v1	Shovill-SKESA v. 1.1.0	PRJNA850520	579	A
GCA_059748615.1_ASM5974861v1	Shovill-SKESA v. 1.1.0	PRJNA850520	571	A
GCA_059748575.1_ASM5974857v1	Shovill-SKESA v. 1.1.0	PRJNA850520	497	alpha
GCA_059748545.1_ASM5974854v1	Shovill-SKESA v. 1.1.0	PRJNA850520	496	A
GCA_059748535.1_ASM5974853v1	Shovill-SKESA v. 1.1.0	PRJNA850520	529	alpha
GCA_059748455.1_ASM5974845v1	Shovill-SKESA v. 1.1.0	PRJNA850520	496	A
GCA_059748395.1_ASM5974839v1	Shovill-SKESA v. 1.1.0	PRJNA850520	497	A
GCA_059748405.1_ASM5974840v1	Shovill-SKESA v. 1.1.0	PRJNA850520	494	A
GCA_059748335.1_ASM5974833v1	Shovill-SKESA v. 1.1.0	PRJNA850520	520	A
GCA_059748285.1_ASM5974828v1	Shovill-SKESA v. 1.1.0	PRJNA850520	564	A
GCA_059748265.1_ASM5974826v1	Shovill-SKESA v. 1.1.0	PRJNA850520	524	A
GCA_059748255.1_ASM5974825v1	Shovill-SKESA v. 1.1.0	PRJNA850520	502	A
GCA_059748155.1_ASM5974815v1	Shovill-SKESA v. 1.1.0	PRJNA850520	604	alpha
GCA_059748135.1_ASM5974813v1	Shovill-SKESA v. 1.1.0	PRJNA850520	526	A
GCA_059748185.1_ASM5974818v1	Shovill-SKESA v. 1.1.0	PRJNA850520	485	A
GCA_059748025.1_ASM5974802v1	Shovill-SKESA v. 1.1.0	PRJNA850520	499	A
GCA_059748005.1_ASM5974800v1	Shovill-SKESA v. 1.1.0	PRJNA850520	559	A
GCA_059747915.1_ASM5974791v1	Shovill-SKESA v. 1.1.0	PRJNA850520	491	A
GCA_059747905.1_ASM5974790v1	Shovill-SKESA v. 1.1.0	PRJNA850520	516	A
GCA_059747885.1_ASM5974788v1	Shovill-SKESA v. 1.1.0	PRJNA850520	552	A
GCA_059747805.1_ASM5974780v1	Shovill-SKESA v. 1.1.0	PRJNA850520	559	A
GCA_059747775.1_ASM5974777v1	Shovill-SKESA v. 1.1.0	PRJNA850520	619	A
GCA_059747765.1_ASM5974776v1	Shovill-SKESA v. 1.1.0	PRJNA850520	611	A
GCA_059747675.1_ASM5974767v1	Shovill-SKESA v. 1.1.0	PRJNA850520	610	A
GCA_059747645.1_ASM5974764v1	Shovill-SKESA v. 1.1.0	PRJNA850520	557	A
GCA_059747665.1_ASM5974766v1	Shovill-SKESA v. 1.1.0	PRJNA850520	595	A
GCA_059747575.1_ASM5974757v1	Shovill-SKESA v. 1.1.0	PRJNA850520	636	A
GCA_059747535.1_ASM5974753v1	Shovill-SKESA v. 1.1.0	PRJNA850520	619	alpha
GCA_059747515.1_ASM5974751v1	Shovill-SKESA v. 1.1.0	PRJNA850520	671	A
GCA_059747455.1_ASM5974745v1	Shovill-SKESA v. 1.1.0	PRJNA850520	659	A
GCA_059747405.1_ASM5974740v1	Shovill-SKESA v. 1.1.0	PRJNA850520	767	alpha
GCA_059747355.1_ASM5974735v1	Shovill-SKESA v. 1.1.0	PRJNA850520	715	alpha
GCA_059747335.1_ASM5974733v1	Shovill-SKESA v. 1.1.0	PRJNA850520	704	alpha
GCA_059747275.1_ASM5974727v1	Shovill-SKESA v. 1.1.0	PRJNA850520	910	A
GCA_059747285.1_ASM5974728v1	Shovill-SKESA v. 1.1.0	PRJNA850520	785	A
GCA_059747195.1_ASM5974719v1	Shovill-SKESA v. 1.1.0	PRJNA850520	811	A
GCA_059747095.1_ASM5974709v1	Shovill-SKESA v. 1.1.0	PRJNA850520	778	A
GCA_059746485.1_ASM5974648v1	Shovill-SKESA v. 1.1.0	PRJNA850520	601	alpha
GCA_059746475.1_ASM5974647v1	Shovill-SKESA v. 1.1.0	PRJNA850520	510	alpha
GCA_059746545.1_ASM5974654v1	Shovill-SKESA v. 1.1.0	PRJNA850520	575	A
GCA_059746775.1_ASM5974677v1	Shovill-SKESA v. 1.1.0	PRJNA850520	726	A
GCA_059746655.1_ASM5974665v1	Shovill-SKESA v. 1.1.0	PRJNA850520	712	A
GCA_059746645.1_ASM5974664v1	Shovill-SKESA v. 1.1.0	PRJNA850520	592	A
GCA_059746535.1_ASM5974653v1	Shovill-SKESA v. 1.1.0	PRJNA850520	623	A
GCA_059746635.1_ASM5974663v1	Shovill-SKESA v. 1.1.0	PRJNA850520	620	A
GCA_059746755.1_ASM5974675v1	Shovill-SKESA v. 1.1.0	PRJNA850520	784	A
GCA_059997185.1_ASM5999718v1	Shovill-SKESA v. 1.1.0	PRJNA850520	335	alpha
GCA_059997025.1_ASM5999702v1	Shovill-SKESA v. 1.1.0	PRJNA850520	337	A
GCA_059997225.1_ASM5999722v1	Shovill-SKESA v. 1.1.0	PRJNA850520	312	alpha
GCA_059997205.1_ASM5999720v1	Shovill-SKESA v. 1.1.0	PRJNA850520	328	A
GCA_059997145.1_ASM5999714v1	Shovill-SKESA v. 1.1.0	PRJNA850520	299	A
GCA_059997165.1_ASM5999716v1	Shovill-SKESA v. 1.1.0	PRJNA850520	694	A
GCA_059997045.1_ASM5999704v1	Shovill-SKESA v. 1.1.0	PRJNA850520	318	A
GCA_059997085.1_ASM5999708v1	Shovill-SKESA v. 1.1.0	PRJNA850520	341	A
GCA_059996865.1_ASM5999686v1	Shovill-SKESA v. 1.1.0	PRJNA850520	323	A
GCA_059997125.1_ASM5999712v1	Shovill-SKESA v. 1.1.0	PRJNA850520	312	alpha
GCA_059997075.1_ASM5999707v1	Shovill-SKESA v. 1.1.0	PRJNA850520	320	A
GCA_059996785.1_ASM5999678v1	Shovill-SKESA v. 1.1.0	PRJNA850520	533	A
GCA_059996995.1_ASM5999699v1	Shovill-SKESA v. 1.1.0	PRJNA850520	338	A
GCA_059996985.1_ASM5999698v1	Shovill-SKESA v. 1.1.0	PRJNA850520	350	A
GCA_059996485.1_ASM5999648v1	Shovill-SKESA v. 1.1.0	PRJNA850520	475	A
GCA_059996465.1_ASM5999646v1	Shovill-SKESA v. 1.1.0	PRJNA850520	516	A
GCA_059996905.1_ASM5999690v1	Shovill-SKESA v. 1.1.0	PRJNA850520	521	A
GCA_059996845.1_ASM5999684v1	Shovill-SKESA v. 1.1.0	PRJNA850520	524	alpha
GCA_059996965.1_ASM5999696v1	Shovill-SKESA v. 1.1.0	PRJNA850520	467	A
GCA_059996915.1_ASM5999691v1	Shovill-SKESA v. 1.1.0	PRJNA850520	516	A
GCA_059996945.1_ASM5999694v1	Shovill-SKESA v. 1.1.0	PRJNA850520	559	A
GCA_059996885.1_ASM5999688v1	Shovill-SKESA v. 1.1.0	PRJNA850520	509	A
GCA_059996805.1_ASM5999680v1	Shovill-SKESA v. 1.1.0	PRJNA850520	514	A
GCA_059996795.1_ASM5999679v1	Shovill-SKESA v. 1.1.0	PRJNA850520	550	A
GCA_059996755.1_ASM5999675v1	Shovill-SKESA v. 1.1.0	PRJNA850520	584	A
GCA_059996645.1_ASM5999664v1	Shovill-SKESA v. 1.1.0	PRJNA850520	549	alpha
GCA_059996665.1_ASM5999666v1	Shovill-SKESA v. 1.1.0	PRJNA850520	501	A
GCA_059996615.1_ASM5999661v1	Shovill-SKESA v. 1.1.0	PRJNA850520	549	A
GCA_059996605.1_ASM5999660v1	Shovill-SKESA v. 1.1.0	PRJNA850520	569	A
GCA_059996565.1_ASM5999656v1	Shovill-SKESA v. 1.1.0	PRJNA850520	546	A
GCA_059996585.1_ASM5999658v1	Shovill-SKESA v. 1.1.0	PRJNA850520	626	alpha
GCA_059996425.1_ASM5999642v1	Shovill-SKESA v. 1.1.0	PRJNA850520	588	A
GCA_059996545.1_ASM5999654v1	Shovill-SKESA v. 1.1.0	PRJNA850520	715	alpha
GCA_059996725.1_ASM5999672v1	Shovill-SKESA v. 1.1.0	PRJNA850520	690	A
GCA_059996505.1_ASM5999650v1	Shovill-SKESA v. 1.1.0	PRJNA850520	718	alpha
GCA_059996525.1_ASM5999652v1	Shovill-SKESA v. 1.1.0	PRJNA850520	751	A
GCA_059996735.1_ASM5999673v1	Shovill-SKESA v. 1.1.0	PRJNA850520	794	alpha
GCA_059996705.1_ASM5999670v1	Shovill-SKESA v. 1.1.0	PRJNA850520	666	A
GCA_059996675.1_ASM5999667v1	Shovill-SKESA v. 1.1.0	PRJNA850520	669	A
GCA_047910675.1_ASM4791067v1	Microbial Genome Analysis v. 13.0.0.214433	PRJNA1199391	7	A
GCA_041381755.1_ASM4138175v1	HGAP v. SEP-2021	PRJNA1036037	7	A
GCA_005234155.1_ASM523415v1	Unicycler (miniasm) v. 0.4.3	PRJNA540998	9	alpha
GCA_060251935.1_M1079-24-C-AURIS-GR	Flye v. v2.9.2-b1786	PRJNA1449068	8	A
GCA_049637835.1_ASM4963783v1	Geneious Prime v. 2024.0.1	PRJNA1231771	67	A
GCA_049637805.1_ASM4963780v1	Geneious Prime v. 2024.0.1	PRJNA1231771	52	A
GCA_060221845.1_M3-25-C-AURIS-GR	Flye v. v2.9.2-b1786	PRJNA1449068	7	A
GCA_049637775.1_ASM4963777v1	Geneious Prime v. 2024.0.1	PRJNA1231771	70	A
GCA_058127235.1_M431-23-C-AURIS-GR	Flye v. v2.9.2-b1786	PRJNA1449068	701	A
GCA_058129685.1_M498-23-C-AURIS-GR	Flye v. v2.9.2-b1786	PRJNA1449068	2114	A
GCA_060251905.1_M611-23-C-AURIS-GR	Flye v. v2.9.2-b1786	PRJNA1449068	11	A
GCA_060221765.1_M652-24-C-AURIS-GR	Flye v. v2.9.2-b1786	PRJNA1449068	10	A
GCA_053175885.1_17Y-049_genome_20251002	SPAdes v. 3.15.5	PRJNA1343880	226	alpha
GCA_053175865.1_17Y-125_genome_20251003	SPAdes v. 3.15.5	PRJNA1343880	214	alpha
GCA_053176715.1_18Y-162_genome_20251003	SPAdes v. 3.15.5	PRJNA1343880	243	alpha
GCA_053176405.1_19Y-157_genome_20251003	SPAdes v. 3.15.5	PRJNA1343880	225	alpha
GCA_053175795.1_18Y-165_genome_20251003	SPAdes v. 3.15.5	PRJNA1343880	196	alpha
GCA_053175775.1_18Y-166_genome_20251003	SPAdes v. 3.15.5	PRJNA1343880	189	alpha
GCA_053176175.1_19Y-112_genome_20251003	SPAdes v. 3.15.5	PRJNA1343880	203	alpha
GCA_053176535.1_19Y-113_genome_20251003	SPAdes v. 3.15.5	PRJNA1343880	371	alpha
GCA_053176225.1_19Y-114_genome_20251003	SPAdes v. 3.15.5	PRJNA1343880	199	alpha
GCA_053176525.1_19Y-115_genome_20251003	SPAdes v. 3.15.5	PRJNA1343880	281	alpha
GCA_053176165.1_19Y-118_genome_20251002	SPAdes v. 3.15.5	PRJNA1343880	250	alpha
GCA_053176495.1_19Y-110_genome_20251002	SPAdes v. 3.15.5	PRJNA1343880	219	alpha
GCA_053176735.1_19Y-124_genome_20251002	SPAdes v. 3.15.5	PRJNA1343880	212	alpha
GCA_053176885.1_19Y-133_genome_20251003	SPAdes v. 3.15.5	PRJNA1343880	239	alpha
GCA_053176805.1_19Y-102_genome_20251003	SPAdes v. 3.15.5	PRJNA1343880	184	alpha
GCA_053176265.1_19Y-169_genome_20251003	SPAdes v. 3.15.5	PRJNA1343880	324	alpha
GCA_053176815.1_19Y-168_genome_20251003	SPAdes v. 3.15.5	PRJNA1343880	225	alpha
GCA_053176625.1_19Y-167_genome_20251003	SPAdes v. 3.15.5	PRJNA1343880	221	alpha
GCA_053176445.1_19Y-160_genome_20251003	SPAdes v. 3.15.5	PRJNA1343880	203	alpha
GCA_053176065.1_19Y-166_genome_20251003	SPAdes v. 3.15.5	PRJNA1343880	198	alpha
GCA_053176575.1_19Y-174_genome_20251002	SPAdes v. 3.15.5	PRJNA1343880	223	alpha
GCA_053176615.1_19Y-164_genome_20251003	SPAdes v. 3.15.5	PRJNA1343880	232	alpha
GCA_053175955.1_19Y-028_genome_20251003	SPAdes v. 3.15.5	PRJNA1343880	202	alpha
GCA_053176795.1_19Y-031_genome_20251002	SPAdes v. 3.15.5	PRJNA1343880	230	alpha
GCA_053176435.1_19Y-032_genome_20251002	SPAdes v. 3.15.5	PRJNA1343880	198	alpha
GCA_053175975.1_19Y-034_genome_20251002	SPAdes v. 3.15.5	PRJNA1343880	225	alpha
GCA_053176255.1_19Y-035_genome_20251002	SPAdes v. 3.15.5	PRJNA1343880	193	alpha
GCA_053176105.1_19Y-036_genome_20251002	SPAdes v. 3.15.5	PRJNA1343880	207	alpha
GCA_053176345.1_19Y-038_genome_20251002	SPAdes v. 3.15.5	PRJNA1343880	225	alpha
GCA_053176005.1_19Y-039_genome_20251002	SPAdes v. 3.15.5	PRJNA1343880	223	alpha
GCA_053176315.1_19Y-040_genome_20251002	SPAdes v. 3.15.5	PRJNA1343880	216	alpha
GCA_053176045.1_18Y-170_genome_20251003	SPAdes v. 3.15.5	PRJNA1343880	199	alpha
GCA_053175785.1_18Y-092_genome_20251003	SPAdes v. 3.15.5	PRJNA1343880	193	alpha
