asmid	accession	level	method	tech	bioproject	contigs
GCA_014638965.1_ASM1463896v1	GCA_014638965.1	Scaffold	SPAdes v. 3.14	Illumina HiSeq	PRJNA655187	150
GCA_014638895.1_ASM1463889v1	GCA_014638895.1	Scaffold	SPAdes v. 3.14	Illumina HiSeq	PRJNA655187	136
GCA_014638885.1_ASM1463888v1	GCA_014638885.1	Scaffold	SPAdes v. 3.14	Illumina HiSeq	PRJNA655187	151
GCA_014638875.1_ASM1463887v1	GCA_014638875.1	Scaffold	SPAdes v. 3.14	Illumina HiSeq	PRJNA655187	144
GCA_014638825.1_ASM1463882v1	GCA_014638825.1	Scaffold	SPAdes v. 3.14	Illumina HiSeq	PRJNA655187	151
GCA_014638805.1_ASM1463880v1	GCA_014638805.1	Scaffold	SPAdes v. 3.14	Illumina HiSeq	PRJNA655187	137
GCA_014638775.1_ASM1463877v1	GCA_014638775.1	Scaffold	SPAdes v. 3.14	Illumina HiSeq	PRJNA655187	144
GCA_056915445.1_ASM5691544v1	GCA_056915445.1	Chromosome	SPAdes v. 4.0.0	IonTorrent	PRJNA1194488	382
GCA_056915435.1_ASM5691543v1	GCA_056915435.1	Chromosome	SPAdes v. 4.0.0	Illumina MiSeq	PRJNA1194488	682
GCA_056915415.1_ASM5691541v1	GCA_056915415.1	Chromosome	SPAdes v. 4.0.0	Illumina MiSeq	PRJNA1194488	838
GCA_056915505.1_ASM5691550v1	GCA_056915505.1	Chromosome	SPAdes v. 4.0.0	Illumina MiSeq	PRJNA1194488	728
GCA_056915745.1_ASM5691574v1	GCA_056915745.1	Chromosome	SPAdes v. 4.0.0	Illumina MiSeq	PRJNA1194488	762
GCA_056915715.1_ASM5691571v1	GCA_056915715.1	Chromosome	SPAdes v. 4.0.0	Illumina MiSeq	PRJNA1194488	689
GCA_056915655.1_ASM5691565v1	GCA_056915655.1	Chromosome	SPAdes v. 4.0.0	Illumina MiSeq	PRJNA1194488	639
GCA_056915685.1_ASM5691568v1	GCA_056915685.1	Chromosome	SPAdes v. 4.0.0	Illumina MiSeq	PRJNA1194488	646
GCA_049638125.1_ASM4963812v1	GCA_049638125.1	Chromosome	Geneious Prime v. 2024.0.1	Oxford Nanopore GridION	PRJNA1231771	73
GCA_049635765.1_ASM4963576v1	GCA_049635765.1	Chromosome	Geneious Prime v. 2024.0.1	Oxford Nanopore GridION	PRJNA1231771	146
GCA_058127625.1_ASM5812762v1	GCA_058127625.1	Contig	Flye v. v2.9.2-b1786	Oxford Nanopore MinION	PRJNA1449068	11
GCA_058169785.1_M405-23-C-AURIS-GR	GCA_058169785.1	Contig	Flye v. v2.9.2-b1786	Oxford Nanopore MinION	PRJNA1449068	13
GCA_058127265.1_M563-24-C-AURIS-GR	GCA_058127265.1	Contig	Flye v. v2.9.2-b1786	Oxford Nanopore MinION	PRJNA1449068	9
GCA_058127295.1_M956-24-C-AURIS-GR	GCA_058127295.1	Contig	Flye v. v2.9.2-b1786	Oxford Nanopore MinION	PRJNA1449068	16
GCA_060221735.1_M13-24-C-AURIS-GR	GCA_060221735.1	Contig	Flye v. v2.9.2-b1786	Oxford Nanopore MinION	PRJNA1449068	22
GCA_060221685.1_M296-23-C-AURIS-GR	GCA_060221685.1	Contig	Flye v. v2.9.2-b1786	Oxford Nanopore MinION	PRJNA1449068	12
GCA_035220645.1_ASM3522064v1	GCA_035220645.1	Scaffold	SPAdes v. 3.9.0	Illumina NextSeq	PRJNA1025033	1697
GCA_049638075.1_ASM4963807v1	GCA_049638075.1	Chromosome	Geneious Prime v. 2024.0.1	Oxford Nanopore GridION	PRJNA1231771	69
GCA_027563765.1_ASM2756376v1	GCA_027563765.1	Scaffold	BWA-MEM v. 0.7.17	Illumina MiSeq	PRJNA865124	714
GCA_016809505.1_ASM1680950v1	GCA_016809505.1	Complete Genome	Canu v. 1.6	Oxford_Nanopore	PRJNA541007	7
GCA_007168705.1_ASM716870v1	GCA_007168705.1	Contig	Canu v. 1.4; minimap v. 0.2-r124; racon v. 1.1.0; circlator v. 1.5.3; Pilon v. 1.18; SPAdes v. 3.11.1; A5-miseq v. 20140604	Sequel; MiSeq	PRJDB6988	11
GCA_049638095.1_ASM4963809v1	GCA_049638095.1	Chromosome	Geneious Prime v. 2024.0.1	Oxford Nanopore GridION	PRJNA1231771	73
GCA_049636625.1_ASM4963662v1	GCA_049636625.1	Chromosome	Geneious Prime v. 2024.0.1	Oxford Nanopore GridION	PRJNA1231771	24
GCA_049636325.1_ASM4963632v1	GCA_049636325.1	Chromosome	Geneious Prime v. 2024.0.1	Oxford Nanopore GridION	PRJNA1231771	87
GCA_020809265.1_ASM2080926v1	GCA_020809265.1	Chromosome	Flye v. 2.8.2-b1689	Oxford Nanopore MinION	PRJNA704033	14
GCA_049637955.1_ASM4963795v1	GCA_049637955.1	Chromosome	Geneious Prime v. 2024.0.1	Oxford Nanopore GridION	PRJNA1231771	57
GCA_049637925.1_ASM4963792v1	GCA_049637925.1	Chromosome	Geneious Prime v. 2024.0.1	Oxford Nanopore GridION	PRJNA1231771	60
GCA_049637205.1_ASM4963720v1	GCA_049637205.1	Chromosome	Geneious Prime v. 2024.0.1	Oxford Nanopore GridION	PRJNA1231771	47
GCA_049637155.1_ASM4963715v1	GCA_049637155.1	Chromosome	Geneious Prime v. 2024.0.1	Oxford Nanopore GridION	PRJNA1231771	34
GCA_049637085.1_ASM4963708v1	GCA_049637085.1	Chromosome	Geneious Prime v. 2024.0.1	Oxford Nanopore GridION	PRJNA1231771	42
GCA_049637035.1_ASM4963703v1	GCA_049637035.1	Chromosome	Geneious Prime v. 2024.0.1	Oxford Nanopore GridION	PRJNA1231771	24
GCA_049636985.1_ASM4963698v1	GCA_049636985.1	Chromosome	Geneious Prime v. 2024.0.1	Oxford Nanopore GridION	PRJNA1231771	62
GCA_049636895.1_ASM4963689v1	GCA_049636895.1	Chromosome	Geneious Prime v. 2024.0.1	Oxford Nanopore GridION	PRJNA1231771	55
GCA_049636715.1_ASM4963671v1	GCA_049636715.1	Chromosome	Geneious Prime v. 2024.0.1	Oxford Nanopore GridION	PRJNA1231771	47
GCA_057659035.1_ASM5765903v1	GCA_057659035.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	250
GCA_057659025.1_ASM5765902v1	GCA_057659025.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	248
GCA_057658885.1_ASM5765888v1	GCA_057658885.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	417
GCA_057658905.1_ASM5765890v1	GCA_057658905.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	461
GCA_051529845.1_ASM5152984v1	GCA_051529845.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	494
GCA_051529825.1_ASM5152982v1	GCA_051529825.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	507
GCA_051529805.1_ASM5152980v1	GCA_051529805.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	656
GCA_051940725.1_ASM5194072v1	GCA_051940725.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	426
GCA_051940705.1_ASM5194070v1	GCA_051940705.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	451
GCA_051940675.1_ASM5194067v1	GCA_051940675.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	505
GCA_051940665.1_ASM5194066v1	GCA_051940665.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	617
GCA_051940645.1_ASM5194064v1	GCA_051940645.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	613
GCA_053222635.1_ASM5322263v1	GCA_053222635.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	426
GCA_053222615.1_ASM5322261v1	GCA_053222615.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	428
GCA_053222595.1_ASM5322259v1	GCA_053222595.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	437
GCA_053222565.1_ASM5322256v1	GCA_053222565.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	460
GCA_053222555.1_ASM5322255v1	GCA_053222555.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	439
GCA_053222505.1_ASM5322250v1	GCA_053222505.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	520
GCA_053222525.1_ASM5322252v1	GCA_053222525.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	476
GCA_053222495.1_ASM5322249v1	GCA_053222495.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	645
GCA_053222445.1_ASM5322244v1	GCA_053222445.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	700
GCA_053222435.1_ASM5322243v1	GCA_053222435.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	684
GCA_053222455.1_ASM5322245v1	GCA_053222455.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	728
GCA_053077925.1_ASM5307792v1	GCA_053077925.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	450
GCA_053077905.1_ASM5307790v1	GCA_053077905.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	484
GCA_053077865.1_ASM5307786v1	GCA_053077865.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	437
GCA_053077875.1_ASM5307787v1	GCA_053077875.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	453
GCA_053077845.1_ASM5307784v1	GCA_053077845.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	489
GCA_053077785.1_ASM5307778v1	GCA_053077785.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	535
GCA_053077795.1_ASM5307779v1	GCA_053077795.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	628
GCA_053077805.1_ASM5307780v1	GCA_053077805.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	690
GCA_053222875.1_ASM5322287v1	GCA_053222875.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	475
GCA_053222795.1_ASM5322279v1	GCA_053222795.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	519
GCA_053222825.1_ASM5322282v1	GCA_053222825.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	545
GCA_053222805.1_ASM5322280v1	GCA_053222805.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	581
GCA_053222765.1_ASM5322276v1	GCA_053222765.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	603
GCA_053222745.1_ASM5322274v1	GCA_053222745.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	613
GCA_053222735.1_ASM5322273v1	GCA_053222735.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	643
GCA_053222695.1_ASM5322269v1	GCA_053222695.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	641
GCA_053222705.1_ASM5322270v1	GCA_053222705.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	637
GCA_053222675.1_ASM5322267v1	GCA_053222675.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	673
GCA_053222645.1_ASM5322264v1	GCA_053222645.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	663
GCA_053078225.1_ASM5307822v1	GCA_053078225.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	533
GCA_053078205.1_ASM5307820v1	GCA_053078205.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	538
GCA_053078155.1_ASM5307815v1	GCA_053078155.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	568
GCA_053078125.1_ASM5307812v1	GCA_053078125.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	570
GCA_053078185.1_ASM5307818v1	GCA_053078185.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	620
GCA_053078095.1_ASM5307809v1	GCA_053078095.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	581
GCA_053078085.1_ASM5307808v1	GCA_053078085.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	574
GCA_053078065.1_ASM5307806v1	GCA_053078065.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	967
GCA_053078035.1_ASM5307803v1	GCA_053078035.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	621
GCA_053078025.1_ASM5307802v1	GCA_053078025.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	653
GCA_053078005.1_ASM5307800v1	GCA_053078005.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	668
GCA_053077985.1_ASM5307798v1	GCA_053077985.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	681
GCA_053077965.1_ASM5307796v1	GCA_053077965.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	721
GCA_053077945.1_ASM5307794v1	GCA_053077945.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	746
GCA_054375515.1_ASM5437551v1	GCA_054375515.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	547
GCA_054375445.1_ASM5437544v1	GCA_054375445.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	613
GCA_054375435.1_ASM5437543v1	GCA_054375435.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	598
GCA_054375405.1_ASM5437540v1	GCA_054375405.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	654
GCA_054375365.1_ASM5437536v1	GCA_054375365.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	693
GCA_054375315.1_ASM5437531v1	GCA_054375315.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	696
GCA_054375325.1_ASM5437532v1	GCA_054375325.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	693
GCA_053223285.1_ASM5322328v1	GCA_053223285.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	524
GCA_053223275.1_ASM5322327v1	GCA_053223275.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	567
GCA_053223255.1_ASM5322325v1	GCA_053223255.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	570
GCA_053223215.1_ASM5322321v1	GCA_053223215.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	628
GCA_053223225.1_ASM5322322v1	GCA_053223225.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	650
GCA_053223195.1_ASM5322319v1	GCA_053223195.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	663
GCA_053223155.1_ASM5322315v1	GCA_053223155.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	631
GCA_053223165.1_ASM5322316v1	GCA_053223165.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	606
GCA_053223135.1_ASM5322313v1	GCA_053223135.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	657
GCA_053223115.1_ASM5322311v1	GCA_053223115.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	639
GCA_053223095.1_ASM5322309v1	GCA_053223095.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	632
GCA_053223075.1_ASM5322307v1	GCA_053223075.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	681
GCA_053223055.1_ASM5322305v1	GCA_053223055.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	709
GCA_053223035.1_ASM5322303v1	GCA_053223035.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	742
GCA_053223535.1_ASM5322353v1	GCA_053223535.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	506
GCA_053223555.1_ASM5322355v1	GCA_053223555.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	548
GCA_053223575.1_ASM5322357v1	GCA_053223575.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	544
GCA_053223495.1_ASM5322349v1	GCA_053223495.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	582
GCA_053223515.1_ASM5322351v1	GCA_053223515.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	612
GCA_053223475.1_ASM5322347v1	GCA_053223475.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	606
GCA_053223455.1_ASM5322345v1	GCA_053223455.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	643
GCA_053223415.1_ASM5322341v1	GCA_053223415.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	653
GCA_053223435.1_ASM5322343v1	GCA_053223435.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	656
GCA_053223395.1_ASM5322339v1	GCA_053223395.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	598
GCA_053223365.1_ASM5322336v1	GCA_053223365.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	770
GCA_053223355.1_ASM5322335v1	GCA_053223355.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	723
GCA_053223335.1_ASM5322333v1	GCA_053223335.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	802
GCA_053223315.1_ASM5322331v1	GCA_053223315.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	693
GCA_053568135.1_ASM5356813v1	GCA_053568135.1	Contig	Shovill-SKESA v. 1.1.0	Illumina MiSeq	PRJNA850520	695
GCA_053568095.1_ASM5356809v1	GCA_053568095.1	Contig	Shovill-SKESA v. 1.1.0	Illumina MiSeq	PRJNA850520	730
GCA_053568115.1_ASM5356811v1	GCA_053568115.1	Contig	Shovill-SKESA v. 1.1.0	Illumina MiSeq	PRJNA850520	800
GCA_053568035.1_ASM5356803v1	GCA_053568035.1	Contig	Shovill-SKESA v. 1.1.0	Illumina MiSeq	PRJNA850520	828
GCA_053568075.1_ASM5356807v1	GCA_053568075.1	Contig	Shovill-SKESA v. 1.1.0	Illumina MiSeq	PRJNA850520	946
GCA_053568055.1_ASM5356805v1	GCA_053568055.1	Contig	Shovill-SKESA v. 1.1.0	Illumina MiSeq	PRJNA850520	987
GCA_053455475.1_ASM5345547v1	GCA_053455475.1	Contig	Shovill-SKESA v. 1.1.0	Illumina MiSeq	PRJNA850520	671
GCA_053455515.1_ASM5345551v1	GCA_053455515.1	Contig	Shovill-SKESA v. 1.1.0	Illumina MiSeq	PRJNA850520	644
GCA_053455485.1_ASM5345548v1	GCA_053455485.1	Contig	Shovill-SKESA v. 1.1.0	Illumina MiSeq	PRJNA850520	716
GCA_053455545.1_ASM5345554v1	GCA_053455545.1	Contig	Shovill-SKESA v. 1.1.0	Illumina MiSeq	PRJNA850520	716
GCA_053455535.1_ASM5345553v1	GCA_053455535.1	Contig	Shovill-SKESA v. 1.1.0	Illumina MiSeq	PRJNA850520	767
GCA_054055235.1_ASM5405523v1	GCA_054055235.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	415
GCA_054055215.1_ASM5405521v1	GCA_054055215.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	443
GCA_054055195.1_ASM5405519v1	GCA_054055195.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	422
GCA_054055105.1_ASM5405510v1	GCA_054055105.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	435
GCA_054055095.1_ASM5405509v1	GCA_054055095.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	447
GCA_054055075.1_ASM5405507v1	GCA_054055075.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	465
GCA_054055025.1_ASM5405502v1	GCA_054055025.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	504
GCA_054054965.1_ASM5405496v1	GCA_054054965.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	447
GCA_054054955.1_ASM5405495v1	GCA_054054955.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	460
GCA_054054935.1_ASM5405493v1	GCA_054054935.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	520
GCA_054054915.1_ASM5405491v1	GCA_054054915.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	516
GCA_054054835.1_ASM5405483v1	GCA_054054835.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	664
GCA_057660065.1_ASM5766006v1	GCA_057660065.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	413
GCA_057660085.1_ASM5766008v1	GCA_057660085.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	450
GCA_057660105.1_ASM5766010v1	GCA_057660105.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	420
GCA_057660045.1_ASM5766004v1	GCA_057660045.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	418
GCA_057660025.1_ASM5766002v1	GCA_057660025.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	418
GCA_057659945.1_ASM5765994v1	GCA_057659945.1	Contig	Shovill-SKESA v. 1.1.0	Illumina MiSeq	PRJNA850520	628
GCA_057659925.1_ASM5765992v1	GCA_057659925.1	Contig	Shovill-SKESA v. 1.1.0	Illumina MiSeq	PRJNA850520	726
GCA_057659885.1_ASM5765988v1	GCA_057659885.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	431
GCA_057659805.1_ASM5765980v1	GCA_057659805.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	428
GCA_057659905.1_ASM5765990v1	GCA_057659905.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	460
GCA_057659785.1_ASM5765978v1	GCA_057659785.1	Contig	Shovill-SKESA v. 1.1.0	Illumina MiSeq	PRJNA850520	917
GCA_057659745.1_ASM5765974v1	GCA_057659745.1	Contig	Shovill-SKESA v. 1.1.0	Illumina MiSeq	PRJNA850520	905
GCA_057659685.1_ASM5765968v1	GCA_057659685.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	551
GCA_057659665.1_ASM5765966v1	GCA_057659665.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	567
GCA_057659625.1_ASM5765962v1	GCA_057659625.1	Contig	Shovill-SKESA v. 1.1.0	Illumina MiSeq	PRJNA850520	1183
GCA_057659545.1_ASM5765954v1	GCA_057659545.1	Contig	Shovill-SKESA v. 1.1.0	Illumina MiSeq	PRJNA850520	936
GCA_057659525.1_ASM5765952v1	GCA_057659525.1	Contig	Shovill-SKESA v. 1.1.0	Illumina MiSeq	PRJNA850520	1909
GCA_054643595.1_ASM5464359v1	GCA_054643595.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	449
GCA_054643555.1_ASM5464355v1	GCA_054643555.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	481
GCA_054643535.1_ASM5464353v1	GCA_054643535.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	589
GCA_054643515.1_ASM5464351v1	GCA_054643515.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	490
GCA_054643495.1_ASM5464349v1	GCA_054643495.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	586
GCA_054643475.1_ASM5464347v1	GCA_054643475.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	612
GCA_054643615.1_ASM5464361v1	GCA_054643615.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	570
GCA_054643575.1_ASM5464357v1	GCA_054643575.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	663
GCA_054643455.1_ASM5464345v1	GCA_054643455.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	574
GCA_057661685.1_ASM5766168v1	GCA_057661685.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	607
GCA_057661665.1_ASM5766166v1	GCA_057661665.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	628
GCA_057661625.1_ASM5766162v1	GCA_057661625.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	749
GCA_057662045.1_ASM5766204v1	GCA_057662045.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	244
GCA_057662005.1_ASM5766200v1	GCA_057662005.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	230
GCA_057662025.1_ASM5766202v1	GCA_057662025.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	247
GCA_057661985.1_ASM5766198v1	GCA_057661985.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	262
GCA_057661965.1_ASM5766196v1	GCA_057661965.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	211
GCA_057661945.1_ASM5766194v1	GCA_057661945.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	240
GCA_057661925.1_ASM5766192v1	GCA_057661925.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	376
GCA_057661905.1_ASM5766190v1	GCA_057661905.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	412
GCA_057661885.1_ASM5766188v1	GCA_057661885.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	248
GCA_057661865.1_ASM5766186v1	GCA_057661865.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	237
GCA_057661845.1_ASM5766184v1	GCA_057661845.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	486
GCA_057661825.1_ASM5766182v1	GCA_057661825.1	Contig	Shovill-SKESA v. 1.1.0	NextSeq 1000	PRJNA850520	220
